"Kod";"Nazwa";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2010..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2011..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2012..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2013..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2014..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2015..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2016..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2017..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2018..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2019..z³."
1427072;"Zawidz (2)";0;0;0;0;329674;0;0;90785,98;170812,21;0
1428011;"Sochaczew (1)";0;0;0;0;0;0;0;0;0;0
1428022;"Brochów (2)";0;0;2500;0;0;0;204000;120000;0;0
1428032;"I³ów (2)";4287,48;37013,92;4204,64;169750;108400;10650;9200;5250;745866,66;0
1428042;"M³odzieszyn (2)";1280;0;422748;28400;2232372;2141412,9;0;0;0;0
1428052;"Nowa Sucha (2)";4450;2500;1100;0;0;0;0;0;20334,76;1079064,53
1428062;"Rybno (2)";21100;352001;17900;6300;3450;53550;209200;4950;6311,11;126081,28
1428072;"Sochaczew (2)";67000;558000;200118;4e+05;0;0;0;49626,02;8542,59;867476,79
1428082;"Teresin (2)";0;0;0;0;0;0;0;74463,41;37908,32;978278,47
1429011;"Soko³ów Podlaski (1)";0;0;0;0;0;51549;84980,66;86354,43;0;0
1429022;"Bielany (2)";380905;0;177700;568340;1942583;216943,39;81997,81;16148,79;0;83000
1429032;"Ceranów (2)";0;0;13120;0;154799;0;0;0;0;0
1429042;"Jab³onna Lacka (2)";381460;149328;532317,5;179687,84;1400782,42;2666477,9;3112;78000;0;0
1429053;"Kosów Lacki (3)";300981;6222;1226605;81000;933583;0;0;0;0;1e+05
1429062;"Repki (2)";0;688546,99;2033945,75;3011463,67;996822,86;895099,8;22654,41;230477,78;3805,52;0
1429072;"Sabnie (2)";0;98009;0;12247,2;290312,03;58804;0;1e+05;0;0
1429082;"Soko³ów Podlaski (2)";0;29500;3050;2600;0;471340,76;5981,28;11666,66;1219,52;0
1429092;"Sterdyñ (2)";181546;1435541;629580;36504,05;439731,58;202656,82;0;0;0;150573,48
1430012;"Chlewiska (2)";59222,06;79000;24680;19951,52;68239,54;846063,63;157859,54;44593,5;292949,65;12648,54
1430022;"Jastrz¹b (2)";0;20157,93;16999,3;0;0;0;0;25777,11;504961,88;225473,9
1430032;"Mirów (2)";15800;0;0;0;0;0;0;47859;377005,57;203597,08
1430042;"Oroñsko (2)";863;0;14636,54;0;0;0;0;0;720873,26;76329,9
1430053;"Szyd³owiec (3)";331995;135585,52;0;0;1100;150905,22;0;18297,89;0;0
1432013;"B³onie (3)";0;0;0;0;194700;180800;150;0;0;300
1432022;"Izabelin (2)";1e+05;0;0;0;0;0;0;0;0;0
1432032;"Kampinos (2)";261042;6000;451677,87;0;318376,35;2015339;5900;228129,81;0;0
1432042;"Leszno (2)";62546,17;263655,01;9322,53;434,86;90;866,6;0;208209,12;4230;0
1432053;"£omianki (3)";1e+06;0;0;0;0;262787,43;-7388,08;452311,14;307500;0
1432063;"O¿arów Mazowiecki (3)";0;0;0;0;0;20000;0;0;790000;0
1432072;"Stare Babice (2)";0;0;0;0;0;0;0;0;0;0
1433011;"Wêgrów (1)";0;0;0;0;0;0;0;0;2500;0
1433022;"Grêbków (2)";122484;231485;198371;40000;85000;1e+05;60000;150000;3e+05;204840,23
1433032;"Korytnica (2)";577100;1941330;2977700;113750;568448,93;239768;74700;0;1000;923765,42
1433042;"Liw (2)";386550;107602;493803,48;229046,59;290311,53;128003,53;120875,04;446198,25;646490,72;1625653,61
1433053;"£ochów (3)";1e+05;0;0;0;0;0;44600;0;2125489,6;1427159,81
1433062;"Miedzna (2)";376497;114200;6450;244646,49;0;0;81394;0;166991,78;647402,88
1433072;"Sadowne (2)";0;0;0;0;0;0;68500;317237,15;152987,65;820913,63
1433082;"Stoczek (2)";0;557102;152452,26;0;0;0;0;0;11039,25;944812,14
1433092;"Wierzbno (2)";0;0;6342;0;16000;0;0;0;0;50000
1434011;"Koby³ka (1)";0;4312120,68;221050;374898,89;344890,24;287900;258247,5;343919,16;673171,56;283937,75
1434021;"Marki (1)";0;0;0;0;0;25000;0;0;0;0
1434031;"Z¹bki (1)";3660;370;824540;7656010;1730250,1;675000;382500;243500;474532,78;1150279,56
1434041;"Zielonka (1)";0;0;0;0;0;54065,48;0;70021,47;618021,89;171186,52
1434052;"D¹brówka (2)";0;0;0;0;0;0;0;0;0;0
1434062;"Jadów (2)";189782;0;0;0;0;0;0;0;549790,64;95247,87
1434072;"Klembów (2)";424948;203097;0;0;0;0;0;0;0;0
1434082;"Poœwiêtne (2)";0;0;0;0;0;0;0;0;0;0
1434093;"Radzymin (3)";0;0;755384;0;0;0;0;0;832000;99235
1434102;"Strachówka (2)";0;0;29142,32;0;0;0;30000;180657,82;659462,56;436829,48
1434113;"T³uszcz (3)";0;0;0;3e+05;0;0;3500;1e+05;1819231,19;313863,28
1434123;"Wo³omin (3)";0;6357,01;14797;0;0;0;0;0;0;0
1435012;"Brañszczyk (2)";244483;0;0;0;36000;1167000;0;0;1084851,85;311420,21
1435022;"D³ugosiod³o (2)";0;943486;791650;204375;298709;0;2e+05;0;1409913,28;385860,08
1435032;"Rz¹œnik (2)";802398,52;1468305;0;0;0;0;0;136900;20000;0
1435042;"Somianka (2)";0;0;0;0;0;0;0;0;655930;230181,26
1435053;"Wyszków (3)";0;158579,71;0;110912,5;48120,92;11780;316505,05;228864,06;0;0
1435062;"Zabrodzie (2)";235478;0;0;0;0;0;0;0;38000;0
1436012;"Kazanów (2)";230300;67717,7;110272,51;118688,46;44217,53;158371,56;178883,75;502021,92;113808,74;23880
1436022;"Policzna (2)";416661;457312;32701;157479;22358;36758;35114;521491,38;96984,75;10047,56
1436032;"Przy³êk (2)";25000;7500;1219,51;9756,09;1219,51;0;0;0;0;1211598,29
1436042;"Tczów (2)";184283,2;85176,5;600;18798;300;209437;28380;180740;4428;0
1436053;"Zwoleñ (3)";0;0;150000;0;16500;19030;0;0;0;120000
1437013;"Bie¿uñ (3)";0;0;0;0;0;0;0;0;0;0
1437022;"Kuczbork-Osada (2)";0;1638227;0;153000;1330229,81;272200;0;187060;334318,39;0
1437032;"Lubowidz (2)";0;523864,73;2385374;165152;842542;60610;0;0;1e+05;
1437033;"Lubowidz (3)";;;;;;;;;;0
1437042;"Lutocin (2)";4794917,12;1689765,25;0;0;0;0;0;0;0;0
1437052;"Siemi¹tkowo (2)";248672;0;0;0;0;0;0;0;0;0
1437063;"¯uromin (3)";0;0;615652;402001;0;754264;0;1313523,53;0;418144,61
1438011;"¯yrardów (1)";0;0;17309,43;0;0;0;11350,44;777948,51;558;2169891
1438023;"Mszczonów (3)";407924;100690;48185;275877;279917,83;199507,71;236921,81;113866,11;2668475;61825
1438032;"Puszcza Mariañska (2)";7500;0;0;20000;40545;0;1e+05;0;0;0
1438042;"Radziejowice (2)";0;0;698000;0;1007500;53453,54;262000;100625;4923062;0
1438052;"Wiskitki (2)";17888,17;0;0;0;0;0;0;0;0;0
1461011;"Ostro³êka (1)";0;0;0;0;442043,56;1153922,07;2400000;7861934,19;4379551;6647677,87
1462011;"P³ock (1)";8663405,74;0;751550;2626340,59;3111048,02;1858497,88;949887,52;989235,07;5089103,57;8779724,67
1463011;"Radom (1)";2112269,33;2542020,67;5479725,43;234511,5;3973148,5;124063,29;149218;44843;210275,16;3e+05
1464011;"Siedlce (1)";425626,29;129600;174500;84600;0;0;356932,54;2070072,84;1571109,52;601884,78
1465011;"M.st.Warszawa od 2002 (1)";3295632,45;8962391,05;15863645,97;1986632,05;14337930,47;18774311,13;10677882,08;3976184,08;7376364,55;2615898,65
1601011;"Brzeg (1)";0;0;0;0;0;0;0;0;66789;339877,75
1601022;"Skarbimierz (2)";0;0;0;0;0;0;0;0;0;0
1601033;"Grodków (3)";0;0;0;0;0;0;0;0;0;0
1601043;"Lewin Brzeski (3)";0;0;0;0;0;211763;0;0;0;0
1601052;"Lubsza (2)";0;0;0;0;0;0;0;0;299075,9;0
1601062;"Olszanka (2)";0;0;0;0;0;0;0;0;0;0
1602013;"Baborów (3)";296883,62;1060771,77;0;0;148000;538600,8;242247,63;0;0;0
1602022;"Branice (2)";0;0;0;0;0;0;0;0;0;0
1602033;"G³ubczyce (3)";0;0;0;50000;0;0;0;0;0;0
1602043;"Kietrz (3)";2735660,49;2245862,95;421888,15;789900;336000;0;0;0;0;0
1603011;"Kêdzierzyn-KoŸle (1)";0;0;0;0;0;0;0;0;0;0
1603022;"Bierawa (2)";0;0;0;153355,42;0;0;0;0;0;0
1603032;"Cisek (2)";0;0;0;0;70000;0;0;5929,25;180840,74;922185,12
1603042;"Paw³owiczki (2)";0;0;0;0;0;0;0;0;0;0
1603052;"Polska Cerekiew (2)";0;0;0;0;0;0;0;0;0;166880,79
1603062;"Reñska Wieœ (2)";0;0;0;0;0;0;0;171793,85;0;0
1604013;"Byczyna (3)";819250,38;1033000;0;260122,32;201902,8;33332,46;12545,51;2334,5;348938,76;357031,73
1604023;"Kluczbork (3)";3851796,01;5731373,48;4579681,64;0;0;10000;0;0;0;0
1604032;"Lasowice Wielkie (2)";874609,16;749277,78;104493,4;0;0;0;0;0;0;0
1604043;"Wo³czyn (3)";0;0;0;0;0;0;0;0;0;0
1605013;"Gogolin (3)";0;0;0;0;0;0;0;48800;0;0
1605023;"Krapkowice (3)";82659,44;0;0;0;223306,57;440000;0;0;0;0
1605032;"Strzeleczki (2)";0;0;0;0;0;0;0;0;0;0
1605042;"Walce (2)";0;73444,11;0;0;0;0;0;0;0;672685
1605053;"Zdzieszowice (3)";0;0;0;0;0;0;0;0;306074;0
1606012;"Domaszowice (2)";0;0;0;0;0;0;0;0;0;0
1606023;"Namys³ów (3)";459613;0;0;0;366200;0;243588;0;0;0
1606032;"Pokój (2)";1326116,86;948733,98;0;0;0;0;0;0;0;0
1606042;"Œwierczów (2)";147842,5;0;2762641;60030,08;0;0;0;0;0;0
1606052;"Wilków (2)";175169;0;0;0;0;9500;7000;0;0;7000
1607013;"G³ucho³azy (3)";3311198,34;0;5095393,34;4091598,6;6499769,81;1839404,64;3273664,09;85106,99;6241708,25;4355250,86
1607022;"Kamiennik (2)";0;0;26000;0;13139,2;21500;0;0;0;0
1607033;"Korfantów (3)";261134,04;1013199,94;122430;0;1996240;2349995,11;0;0;0;0
1607042;"£ambinowice (2)";0;0;73200;2115429;140014,91;0;0;63414,78;0;0
1607053;"Nysa (3)";6730728,34;174721,91;370516;0;0;70117,02;0;0;0;0
1607063;"Otmuchów (3)";694018,55;0;0;0;0;0;0;0;0;0
1607073;"Paczków (3)";287060,43;0;0;0;0;0;0;0;0;19297,4
1607082;"Pakos³awice (2)";379892,27;0;133700,13;0;0;0;0;0;0;0
1607092;"Skoroszyce (2)";0;0;9e+05;0;0;20533,52;0;12510;0;0
1608013;"Dobrodzieñ (3)";0;0;0;0;0;0;0;0;0;0
1608023;"Gorzów Œl¹ski (3)";67000;12000;0;0;13821;0;0;0;0;0
1608033;"Olesno (3)";1977085,18;0;0;205000;20000;0;0;98362,75;0;1060461,35
1608043;"Praszka (3)";31738;6000;-1200;0;0;0;0;0;0;0
1608052;"Rad³ów (2)";0;17166;82162,89;0;0;0;322900;0;0;0
1608062;"Rudniki (2)";0;0;0;0;0;0;0;0;0;0
1608072;"Zêbowice (2)";0;0;0;0;0;0;0;0;0;0
1609012;"Chrz¹stowice (2)";0;0;0;0;0;0;0;0;0;0
1609022;"D¹browa (2)";71167,5;0;213817,99;12032,72;0;0;0;0;0;0
1609032;"Dobrzeñ Wielki (2)";0;0;0;0;0;0;0;0;0;0
1609042;"Komprachcice (2)";0;0;0;0;0;0;0;0;0;0
1609052;"£ubniany (2)";0;0;0;0;0;0;0;0;0;0
1609062;"Murów (2)";1962639,75;3095793,84;346340,73;769774,42;11878,75;2051798,62;0;0;0;105300
1609073;"Niemodlin (3)";480939,27;0;0;0;0;0;0;0;0;0
1609083;"Ozimek (3)";0;0;0;0;0;0;0;0;0;0
1609092;"Popielów (2)";0;0;0;0;0;0;0;0;0;0
1609103;"Prószków (3)";0;1665760,9;19915;251018;301378,37;225953;0;0;0;0
1609112;"Tarnów Opolski (2)";1482435,2;342560,14;0;0;0;0;0;0;119613,15;2949838,23
1609122;"Tu³owice (2)";0;0;0;0;0;0;0;0;;
1609123;"Tu³owice (3)";;;;;;;;;0;0
1609132;"Turawa (2)";0;0;0;0;0;0;0;0;0;0
1610013;"Bia³a (3)";562600;0;6620;7200;3060;3778,35;321785;326762;135472,68;1500
1610023;"G³ogówek (3)";0;36050;0;0;0;0;115800;0;0;0
1610032;"Lubrza (2)";249727,33;0;0;0;0;0;0;0;0;0
1610043;"Prudnik (3)";2777216,84;1730569,37;1218653,58;626058;373942;50000;0;0;12600;0
1611012;"Izbicko (2)";0;0;0;0;0;0;0;0;0;0
1611022;"Jemielnica (2)";0;219995,25;0;0;0;0;0;0;0;0
1611033;"Kolonowskie (3)";159749,58;0;0;556242,25;0;1101969,1;165495,62;0;518,68;499481,31
1611043;"Leœnica (3)";0;0;0;0;0;91771;0;0;0;0
1611053;"Strzelce Opolskie (3)";0;0;0;0;0;0;148227,6;0;0;0
1611063;"Ujazd (3)";0;1500;1314013,96;10000;0;0;92688;1949749,77;1233665,14;1085000
1611073;"Zawadzkie (3)";0;0;0;0;54594,94;214143,17;103756,31;79894,7;0;0
1661011;"Opole (1)";111843,27;130506,58;0;0;0;0;0;918408,23;0;0
1801032;"Czarna (2)";0;0;0;0;0;2000;0;0;0;424481,44
1801052;"Lutowiska (2)";300404,53;179594;0;32200;0;0;0;0;0;0
1801083;"Ustrzyki Dolne (3)";138125,63;1346341;81148;46747,97;0;0;1900;36600;74684;3469390,23
1802013;"Brzozów (3)";3412070,07;646424,3;0;286000;0;0;0;0;0;344075,23
1802022;"Domaradz (2)";3000;381856;0;30000;27850;0;0;361440;405815,18;219213,73
1802032;"Dydnia (2)";508340;0;0;0;30000;18000;0;0;35000;211230,53
1802042;"Haczów (2)";2900;551529,67;1778826,16;510000;1660144;1805745;0;0;681597;920667
1802052;"Jasienica Rosielna (2)";406252;0;475165,76;0;493720;4080000;0;408509;356544,97;637825,31
1802062;"Nozdrzec (2)";211096,02;0;0;0;0;0;3e+05;0;0;0
1803011;"Dêbica (1)";2909689,55;0;0;14000;0;0;0;16497,3;1420985,21;1774414,47
1803023;"Brzostek (3)";281115,9;240179;0;0;696908,44;254973,18;367155,32;93095,8;1032409,06;472843,03
1803032;"Czarna (2)";1654363,85;0;120243,32;5435,93;333807,03;159062,58;394052,67;112061,32;2043446,37;9506
1803042;"Dêbica (2)";262318,76;0;0;93129,94;1177885,64;425184,35;657112,75;87590,7;0;961630,33
1803052;"Jod³owa (2)";0;0;0;0;162545,84;129975,76;291626,8;74276,3;601584,47;0
1803063;"Pilzno (3)";949656,97;0;178498,44;346441,86;1079385,91;613572,4;454265,87;118122,21;1333849,68;161922,06
1803072;"¯yraków (2)";4065854,29;659254,44;1540289,01;31184,74;1861409,2;293989,48;301349,7;109785,2;2688619,77;824972,99
1804011;"Jaros³aw (1)";174934,39;233301,62;0;383350,74;0;0;0;0;0;224149,12
1804021;"Radymno (1)";0;0;0;0;0;0;0;0;0;0
1804032;"Ch³opice (2)";0;14057;3260;0;0;0;0;0;0;0
1804042;"Jaros³aw (2)";0;0;0;0;0;0;0;0;0;0
1804052;"Laszki (2)";0;0;0;0;0;166526,56;70000;0;30000;30000
1804062;"Paw³osiów (2)";0;0;0;0;0;0;0;0;0;90741,14
1804072;"Pruchnik (2)";0;;;;;;;;;
1804073;"Pruchnik (3)";;354035,88;106213,9;222549,5;37180,08;7638,68;24928,19;2675;0;2783264
1804082;"Radymno (2)";2714157,71;1229590,84;107634,32;0;0;0;0;0;0;537084,47
1804092;"Rokietnica (2)";0;0;0;0;0;0;0;0;746914,48;321937,52
1804102;"RoŸwienica (2)";0;762258;168394;4000;632953,91;0;0;0;0;0
1804112;"Wi¹zownica (2)";3782005;0;0;0;0;0;0;0;0;0
1805011;"Jas³o (1)";1010449,62;1053611,94;6391986,71;687768,69;629065,37;700254,12;490619,14;195398,84;0;191880
1805022;"Brzyska (2)";669392;0;205855;119797,43;270261,07;288477,4;419534,89;37243,97;687533,7;0
1805032;"Dêbowiec (2)";389035,84;3678211,21;605956;0;1906105,26;198761,9;175190,95;62844,91;496184,04;0
1805042;"Jas³o (2)";5232453,94;25166,03;207101;0;4755100,68;343658,46;470759,82;114489,1;26000;87598,52
1805053;"Ko³aczyce (3)";1523917,63;386517,87;0;0;236183,65;167306,75;228872,7;47281,8;614328,86;0
1805062;"Krempna (2)";420767,15;343527;70706;435438,4;1488679,79;1268058,5;306717,94;102321,39;1039089,86;0
1805072;"Nowy ¯migród (2)";8396280,81;2024683,68;195948,5;239853;1369285,58;3020919,28;193174,01;14237,1;0;0
1805082;"Osiek Jasielski (2)";2088289,65;91960,39;51364;0;132535,02;145079,51;93283,76;0;567907,1;0
1805092;"Sko³yszyn (2)";1887654,42;2290804,39;475496,87;1042554;1670312,56;1467388,53;393005,3;1122379,1;619060,12;0
1805112;"Tarnowiec (2)";596259,21;0;762705;14042;2630997,04;180225,58;498434,34;191065,03;1087953,79;5000
1806012;"Cmolas (2)";269609;61000;0;0;0;0;0;0;109000;10000
1806023;"Kolbuszowa (3)";982786,35;0;0;0;0;7800;118378,63;174437,63;44893,55;28138,13
1806032;"Majdan Królewski (2)";0;0;0;0;0;0;0;0;202597,01;418518,62
1806042;"Niwiska (2)";0;5000;0;0;0;20000;20000;10000;330697,5;614813,71
1806052;"Rani¿ów (2)";0;0;0;0;0;0;0;0;0;0
1806062;"Dzikowiec (2)";407787;897289;3926900;288303;0;0;23795,52;0;32520,32;0
1807012;"Chorkówka (2)";126527;893337,83;404974;1919732,16;509492,58;1369415,39;309752,7;405781,18;293804,25;2177775,77
1807023;"Dukla (3)";6731548,96;807945,59;2769638,06;259522,03;2281002,59;1680245,71;0;345369,09;0;632361,04
1807033;"Iwonicz-Zdrój (3)";359114;0;0;0;0;0;0;0;0;0
1807043;"Jedlicze (3)";680073,85;421927,28;0;3925,93;1275828,62;339973,32;378104,54;81947,07;488313,18;1254085,3
1807052;"Korczyna (2)";680927,28;1201840,4;1215674,6;663129,46;4115470,11;1965551,45;0;12911,93;1258265;273466,61
1807062;"Kroœcienko Wy¿ne (2)";0;371025;660478,44;96043,06;135182,2;66982;0;0;0;16900
1807072;"Miejsce Piastowe (2)";0;2075581,24;323980,01;1021397,74;1426499,07;1904792,65;0;0;0;0
1807083;"Rymanów (3)";288197;2762412;457019,02;776365;303946,44;2783482,62;168660,26;0;0;0
1807092;"Wojaszówka (2)";0;1408542,78;49000;166002;1349306;2371644;0;0;0;0
1807102;"Jaœliska (2)";0;0;34307,19;9750;849714,87;2877754,33;0;0;0;0
1808011;"Le¿ajsk (1)";3278671,51;3090950,53;39400;0;4000;5000;51664,81;1249892,24;307655,43;680905,9
1808022;"Grodzisko Dolne (2)";0;0;0;0;0;20000;0;0;697435,46;1340377,85
1808032;"Kury³ówka (2)";0;0;0;0;30000;0;0;30400;21261,12;0
1808042;"Le¿ajsk (2)";20989,52;0;0;20000;0;0;0;0;0;0
1808053;"Nowa Sarzyna (3)";362448,26;75224,03;12070,94;34269,42;6085,34;5483,51;86447,92;14430,41;1480273,53;1989485,87
1809011;"Lubaczów (1)";0;0;0;0;0;0;0;11666,67;750274,98;114685,98
1809023;"Cieszanów (3)";0;0;0;0;0;146130,15;103241,45;113719,56;2952800,81;0
1809032;"Horyniec-Zdrój (2)";182902;1938867,47;283087,13;340829,83;918085,03;782007,07;338312,04;165889,75;513150,32;121164,71
1809042;"Lubaczów (2)";4148159,31;6261729,56;1127682,44;613904,48;0;0;0;0;0;212333
1809053;"Narol (3)";2586807,44;2112954,02;199121,49;217000;2789281,56;442554;0;0;422209,45;159356,1
1809063;"Oleszyce (3)";276569,41;49733,47;158930,03;4000;0;0;0;0;0;40238,1
1809072;"Stary Dzików (2)";483010;155760;377844;20000;1740328;1821499,13;0;211500;2008194;474182,55
1809082;"Wielkie Oczy (2)";179372;0;296644;102790,04;174099,8;575815,57;0;413068;826195;0
1810011;"£añcut (1)";2609,81;0;0;0;0;0;0;0;0;255281,37
1810022;"Bia³obrzegi (2)";422080;0;0;0;0;0;0;0;0;0
1810032;"Czarna (2)";1002857;205010;1287920;814604;0;0;810221;0;709332;1714057,59
1810042;"£añcut (2)";257044,16;0;0;0;0;0;0;0;0;503608,41
1810052;"Markowa (2)";0;1578719;935994;132217,49;21607,58;83550,09;19000;0;250695,25;373332,45
1810062;"Rakszawa (2)";0;0;131719,21;864281,6;240068;126803;0;0;862086,03;152968,12
1810072;"¯o³ynia (2)";0;0;0;0;25620,62;0;0;0;585779,92;44900,31
1811011;"Mielec (1)";2e+05;507930,34;2142570,63;0;0;0;1759611,18;2535071;4316108,13;5607457,63
1811022;"Borowa (2)";0;1982886,01;2565993;0;0;0;0;0;1209967,44;172967,59
1811032;"Czermin (2)";0;0;60818,81;644,23;50095,15;0;0;0;1855728,21;-397501,91
1811042;"Gaw³uszowice (2)";591729,32;0;124936;0;196757,98;0;0;0;385743,86;125841,65
1811052;"Mielec (2)";0;0;0;0;0;0;0;0;0;1009322,18
1811062;"Padew Narodowa (2)";222815;2583617,96;1864861,45;394954,29;723846,34;391481,3;0;0;1198615,49;277366,83
1811073;"Przec³aw (3)";16999,3;156500;402600;0;198032;250000;0;0;2308172,48;12374,72
1811083;"Radomyœl Wielki (3)";161800;457298;680738;1113672,71;121950;1094312,18;0;0;1116963,91;2707,39
1811092;"Tuszów Narodowy (2)";0;0;0;0;0;0;0;0;0;2141795,62
1811102;"Wadowice Górne (2)";0;0;0;2000;0;0;0;0;760630,02;100843,58
1812012;"Harasiuki (2)";92202,75;530256,04;295495;0;44007;0;0;0;0;0
1812022;"Jarocin (2)";296493,27;59946,57;0;0;17749,35;8950,65;0;0;69900;514246,79
1812032;"Je¿owe (2)";0;305565,9;2375355,75;2e+06;958384;79254,08;0;94000;0;8000
1812042;"Krzeszów (2)";431684;0;0;0;17843,36;0;25990;0;0;0
1812053;"Nisko (3)";2974372,97;4460015,52;18739005,34;4727940,98;140000;0;0;0;0;5992512,4
1812063;"Rudnik nad Sanem (3)";1501904,26;5390697,78;1107303,44;145,89;1000;0;0;30000;0;0
1812073;"Ulanów (3)";0;0;0;0;0;0;0;0;55000;0
1813012;"Bircza (2)";0;12500;0;0;150000;0;0;80000;0;0
1813022;"Dubiecko (2)";0;0;0;3000;0;0;0;0;0;0
1813032;"Fredropol (2)";379441;217973,3;114730;400988,5;495270,74;1542097,97;729623,34;0;0;0
1813042;"Krasiczyn (2)";194891;239879;350374;110427,9;35072,63;0;0;0;0;50015
1813052;"Krzywcza (2)";4000;1089980,72;392513,73;60102,65;2332865,68;43750;0;0;166788;0
1813062;"Medyka (2)";514935,99;256487,39;987972,53;205735,04;2513605,12;373917,85;42495,56;1567533,07;6203;551668
1813072;"Or³y (2)";592934,5;2289274,94;468117;46050,98;1515450;2836,85;103,44;3863,03;500,45;0
1813082;"Przemyœl (2)";502892;5000;1677113,97;0;287738,63;900900;39025;44100;0;0
1813092;"Stubno (2)";0;0;0;55647,58;470385,43;136348;59127;159028,5;45000;0
1813102;"¯urawica (2)";48379,28;0;69660,24;34370,55;582728,4;760149,83;104,73;25701,39;164320,53;41512,36
1814011;"Przeworsk (1)";0;0;0;0;0;0;0;0;462673;0
1814022;"Adamówka (2)";70006;0;0;0;0;0;0;0;1264416;75225,57
1814032;"Gaæ (2)";0;494639;0;275615,73;111179;83212,03;0;0;1417141,85;34673,31
1814042;"Jawornik Polski (2)";0;374167,82;0;0;0;40000;0;0;1498709,52;393186,15
1814053;"Kañczuga (3)";259899;1990597,27;1559503,12;597421,21;2487898,85;244340;0;0;0;0
1814062;"Przeworsk (2)";0;0;0;23919;0;25000;0;0;0;0
1814073;"Sieniawa (3)";0;0;0;0;0;0;0;0;0;0
1814082;"Tryñcza (2)";541417,8;386392,93;794450;36048,33;2535823,51;2029435,63;0;0;0;158000
1814092;"Zarzecze (2)";1184481;0;0;0;0;5000;0;0;1650666,29;368179,8
1815012;"Iwierzyce (2)";5559066,81;334360,62;1471214;300877;58164,7;442869,25;0;376582;354063,48;466809,63
1815022;"Ostrów (2)";5080277,28;4454904,96;314521,76;455229,67;2182529,47;1289465,36;14209,62;0;1331634,7;283396,76
1815033;"Ropczyce (3)";1e+05;199980;81527,82;705161,19;354728,52;50797;58085,21;489067,29;667573,26;1443215,45
1815043;"Sêdziszów Ma³opolski (3)";698962,11;2521242,18;98741,57;286639,86;732782,13;222695,18;280978,19;56661,71;1111408,81;789373,23
1815052;"Wielopole Skrzyñskie (2)";79925;420075;543731,06;5443,08;422691;515000;0;1261,98;1166041,04;5182923,82
1816011;"Dynów (1)";0;0;0;0;0;0;0;0;0;0
1816023;"B³a¿owa (3)";89192,09;449000;289700;184400;179073,42;106000,3;83331,79;74637,94;2416718,73;799033,29
1816033;"Boguchwa³a (3)";8302417,25;1674096,34;811423,21;1238847;4910918,33;6058653,27;126886,24;83213,05;305828,75;674014,34
1816042;"Chmielnik (2)";173580;15800;1045;2725;1400;8998,86;0;161426,49;233409,34;386912,36
1816052;"Dynów (2)";0;405755,48;227940,46;35658;0;0;0;0;0;143720,19
1816063;"G³ogów Ma³opolski (3)";0;0;98100;53250;27095,02;75940,21;25629,57;12151,57;11189,38;804970,7
1816072;"Hy¿ne (2)";329345,6;2623227,58;1055385,15;268474,44;342678;333414;421086;137802;1162140,29;5759,48
1816082;"Kamieñ (2)";0;0;0;0;0;0;0;0;1866608,83;2195,97
1816092;"Krasne (2)";0;0;0;40000;0;0;0;0;0;434335,82
1816102;"Lubenia (2)";0;0;0;0;0;0;0;0;0;177907,1
1816113;"Soko³ów Ma³opolski (3)";0;0;0;2500;0;0;0;0;0;856000
1816122;"Œwilcza (2)";0;80269,96;678024;0;76070,15;89537,28;-3899,91;0;0;954911,69
1816132;"Trzebownisko (2)";0;0;0;0;160000;20000;1e+05;0;27119,46;561374,45
1816143;"Tyczyn (3)";0;0;0;0;0;0;0;0;0;436472,99
